Employee_ID,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_Salary_Increment,Distance_from_Home,Travel_Rate,Workload_Index,Pay_Scale,Compensation_and_Benefits,Post_Level,Growth_Rate,VAR2,VAR3,VAR4,Yearly_Trainings,Weekly_Over_Time,Work_Life_Balance,Attrition_rate,,,,,
EID_3862,F,53,4,Married,Springfield,R&D,Behavioral,18,4,51,0,5,8,type3,1,4,,-0.4537,1,3,5,3,0.304347826,,,,,
EID_13478,F,36,3,Single,Franklin,Sales,Conceptual,10,3,51,0,3,6,type2,2,4,-1.8176,-0.4537,1,3,7,5,0.630434783,,,,,
EID_5607,F,63,3,Married,Franklin,IT,Behavioral,35,2,74,1,2,9,type2,3,3,-1.8176,-0.4537,1,3,8,3,0.391304348,,,,,
EID_22353,M,32,3,Married,Washington,IT,Analytical,4,2,46,2,4,8,type3,1,3,-1.8176,0.7075,2,2,8,4,0.47826087,,,,,
EID_18346,F,21,5,Married,Lebanon,Logistics,Analytical,2,2,30,1,3,2,type3,1,3,0.7516,-2.7762,2,3,7,3,0.391304348,,,,,
EID_5978,M,49,4,Married,Lebanon,Purchasing,Analytical,10,4,69,1,1,8,type2,3,3,-1.8176,-0.4537,2,3,8,5,0.326086957,,,,,
EID_3391,M,54,5,Single,Franklin,Logistics,Analytical,24,3,43,2,1,4,type2,1,3,0.7516,1.8688,2,3,9,3,0.282608696,,,,,
EID_8525,F,43,2,Married,Springfield,R&D,Directive,5,3,21,0,3,10,type2,1,4,1.6081,-0.4537,2,3,8,3,0.5,,,,,
EID_5245,F,64,3,Single,Clinton,Marketing,Behavioral,34,1,23,0,1,3,type2,3,3,0.7516,0.7075,2,3,5,3,0.130434783,,,,,
EID_11791,F,41,3,Single,Springfield,R&D,Behavioral,3,3,34,1,4,8,type2,2,4,0.7516,-0.4537,2,3,7,1,0.304347826,,,,,
EID_22913,F,45,2,Married,Springfield,Production,Conceptual,10,2,21,0,3,9,type2,1,2,-0.1048,-0.4537,2,3,7,3,0.391304348,,,,,
EID_15587,F,26,3,Single,Lebanon,Operarions,Behavioral,4,4,47,1,2,5,type2,4,3,-0.9612,-0.4537,2,2,8,5,0.130434783,,,,,
EID_4851,F,51,1,Married,Clinton,Sales,Conceptual,16,3,68,1,5,1,type3,2,3,0.7516,-0.4537,2,4,8,2,0.152173913,,,,,
EID_3432,F,59,4,Married,Springfield,IT,Conceptual,37,2,63,1,1,9,type2,3,4,0.7516,0.7075,2,3,8,4,0.347826087,,,,,
EID_13090,F,37,4,Married,Franklin,Logistics,Conceptual,10,1,21,1,2,8,type4,2,3,0.7516,-0.4537,1,4,6,4,0,,,,,
EID_15117,F,28,2,Single,Clinton,R&D,Analytical,4,4,51,1,4,8,type0,4,4,0.7516,-0.4537,3,2,8,5,0.239130435,,,,,
EID_22004,F,22,4,Married,Washington,Sales,Behavioral,3,1,21,1,1,4,type3,3,3,0.7516,0.7075,1,3,8,3,0.388888889,,,,,
EID_16053,F,29,3,Married,Clinton,Logistics,Directive,5,3,58,1,4,5,type2,4,3,0.7516,1.8688,2,3,8,4,0.444444444,,,,,
EID_16458,M,22,1,Married,Springfield,R&D,Analytical,3,1,46,0,3,6,type2,3,4,-0.1048,0.7075,2,5,7,5,0.722222222,,,,,
EID_8021,F,44,3,Married,Springfield,Human Resource Management,Conceptual,12,3,39,0,2,5,type2,3,3,-1.8176,-0.4537,3,3,8,4,0.388888889,,,,,
EID_24385,M,22,3,Single,Franklin,Purchasing,Behavioral,3,1,25,1,5,9,type2,3,3,1.6081,1.8688,1,3,8,2,0.87037037,,,,,
EID_7053,M,47,4,Married,Franklin,Accounting and Finance,Behavioral,10,2,33,0,5,2,type2,3,2,-0.9612,0.7075,2,3,8,4,0.574074074,,,,,
EID_13544,F,36,1,Married,Springfield,IT,Conceptual,13,1,52,1,2,7,type3,1,3,-0.1048,0.7075,1,3,9,5,0.333333333,,,,,
EID_9014,M,38,4,Single,Franklin,IT,Behavioral,15,2,53,0,2,8,type2,1,3,-0.1048,-0.4537,2,3,5,3,0.12962963,,,,,
EID_9246,M,60,3,Single,Lebanon,Operarions,Directive,32,4,24,1,2,9,type2,1,2,0.7516,-0.4537,1,2,7,2,0.648148148,,,,,
EID_15642,F,26,4,Married,Franklin,Sales,Analytical,4,1,69,2,4,5,type2,2,4,1.6081,-0.4537,2,4,8,3,0.833333333,,,,,
EID_12295,M,30,4,Married,Washington,Operarions,Behavioral,8,3,22,1,5,5,type3,1,4,0.7516,0.7075,,3,7,4,0.981481481,,,,,
EID_7925,M,45,1,Single,Lebanon,Sales,Directive,14,1,31,0,3,9,type2,3,3,-1.8176,-0.4537,3,4,5,2,0.055555556,,,,,
EID_18473,F,21,3,Single,Lebanon,Human Resource Management,Behavioral,2,1,50,1,1,8,type3,3,1,0.7516,-0.4537,2,2,5,4,0.5,,,,,
EID_19427,F,52,5,Married,Springfield,IT,Analytical,21,3,30,0,3,10,type3,1,3,1.6081,-0.4537,1,1,6,3,0.595238095,,,,,
EID_17027,M,24,4,Married,Springfield,Logistics,Behavioral,5,1,22,1,3,4,type3,2,3,-0.1048,-0.4537,2,2,9,2,0.166666667,,,,,
EID_22093,F,30,5,Single,Lebanon,IT,Conceptual,6,1,51,1,3,4,type2,2,3,1.6081,-0.4537,1,3,7,3,0.261904762,,,,,
EID_25611,F,32,2,Married,Springfield,IT,Conceptual,10,2,51,0,4,8,type2,1,3,-0.1048,-0.4537,2,4,5,4,0.642857143,,,,,
EID_20490,M,32,2,Married,Lebanon,Quality,Directive,7,2,20,1,2,2,type2,2,2,-0.9612,-1.615,2,4,8,2,0.119047619,,,,,
EID_4204,F,58,2,Married,Lebanon,IT,Behavioral,24,3,56,2,1,5,type3,2,3,0.7516,1.8688,2,2,7,4,0.119047619,,,,,
EID_2604,F,53,2,Married,Lebanon,Accounting and Finance,Analytical,23,1,29,1,1,7,type3,3,2,1.6081,1.8688,,2,8,1,0.214285714,,,,,
EID_16152,M,29,4,Single,Franklin,Security,Analytical,7,4,65,1,3,7,type2,3,1,-1.8176,-0.4537,1,2,8,5,0.095238095,,,,,
EID_8563,M,48,4,Married,Springfield,Logistics,Conceptual,9,1,67,1,4,8,type2,4,3,0.7516,-0.4537,2,3,8,4,0.285714286,,,,,
EID_18620,M,23,3,Married,Franklin,IT,Directive,4,2,48,1,3,7,type3,2,5,-0.1048,-0.4537,2,3,8,3,0.547619048,,,,,
EID_11012,F,43,3,Single,Lebanon,Sales,Conceptual,11,2,29,1,3,5,type2,4,4,-0.9612,0.7075,2,3,6,1,0.119047619,,,,,
EID_19598,F,45,4,Single,Washington,Logistics,Analytical,13,2,59,1,3,3,type3,1,3,-0.1048,-0.4537,1,1,8,5,0.166666667,,,,,
EID_13159,F,,1,Married,Washington,Logistics,Analytical,13,2,27,0,2,8,type1,2,2,-0.1048,0.7075,2,5,5,2,0.714285714,,,,,
EID_13171,F,37,3,Married,Lebanon,Sales,Conceptual,13,4,58,1,3,10,type3,1,3,1.6081,0.7075,2,3,6,3,0.761904762,,,,,
EID_8374,M,49,4,Single,Clinton,Operarions,Behavioral,1,1,23,0,4,9,type3,1,4,1.6081,0.7075,2,3,8,3,0.166666667,,,,,
EID_9838,M,46,4,Single,Springfield,Purchasing,Conceptual,7,3,27,1,2,6,type2,3,2,-0.1048,1.8688,1,2,8,1,0.642857143,,,,,
EID_18489,F,21,2,Married,Lebanon,R&D,Analytical,2,2,33,1,3,4,type3,4,3,,-0.4537,,4,7,2,0.238095238,,,,,
EID_17451,F,24,3,Single,Franklin,Accounting and Finance,Analytical,5,3,69,2,5,8,type1,2,3,-0.9612,-0.4537,1,4,5,2,0.19047619,,,,,
EID_7269,F,51,3,Single,Springfield,Sales,Conceptual,14,2,49,0,5,5,type2,1,3,-0.9612,-0.4537,2,3,9,3,0.142857143,,,,,
EID_20548,F,22,1,Married,Lebanon,Purchasing,Directive,3,1,20,1,2,6,type2,1,3,0.7516,0.7075,2,3,7,3,0.69047619,,,,,
EID_9466,F,60,5,Single,Lebanon,Marketing,Conceptual,29,3,29,0,2,5,type3,1,3,-0.1048,-0.4537,2,2,6,3,0.047619048,,,,,
EID_16085,M,23,3,Married,Washington,Purchasing,Conceptual,4,2,55,1,2,4,type2,2,3,-1.8176,-0.4537,2,3,7,4,0.095238095,,,,,
EID_24082,M,60,3,Married,Franklin,Logistics,Conceptual,27,2,68,0,2,7,type2,4,3,-0.9612,-0.4537,1,3,6,4,0.238095238,,,,,
EID_5078,F,47,4,Married,Franklin,Sales,Analytical,18,3,21,0,2,4,type2,4,2,0.7516,-0.4537,2,2,8,5,0.428571429,,,,,
EID_23951,F,26,3,Married,Lebanon,Marketing,Directive,3,1,55,0,2,6,type3,2,1,0.7516,-0.4537,2,3,6,3,0.142857143,,,,,
EID_8327,M,44,3,Married,Springfield,Sales,Analytical,13,4,36,1,3,9,type2,2,3,,0.7075,3,3,5,3,0.071428571,,,,,
EID_5904,F,45,4,Married,Springfield,Sales,Directive,13,1,42,0,5,5,type2,3,3,-0.1048,-0.4537,1,3,6,3,0.047619048,,,,,
EID_11085,F,43,4,Married,Springfield,IT,Conceptual,18,1,33,1,3,6,type2,4,3,-0.1048,0.7075,,3,7,4,0.071428571,,,,,
EID_21437,F,22,4,Married,Washington,Human Resource Management,Conceptual,3,3,34,0,3,6,type2,3,4,-0.9612,-0.4537,2,3,5,3,0.238095238,,,,,
EID_7471,M,51,3,Married,Clinton,Purchasing,Behavioral,16,4,63,0,2,7,type3,4,3,-0.1048,-0.4537,2,4,6,2,0.714285714,,,,,
EID_12046,F,40,3,Single,Franklin,Sales,Conceptual,16,4,53,2,2,3,type2,1,3,-0.9612,0.7075,,2,7,4,0.19047619,,,,,
EID_18653,F,23,4,Married,Springfield,Logistics,Conceptual,4,2,50,1,2,2,type3,4,3,0.7516,-0.4537,1,3,5,5,0.357142857,,,,,
EID_14175,F,29,4,Single,Springfield,Operarions,Analytical,6,2,47,1,2,8,type0,4,3,-0.9612,0.7075,2,2,8,4,0.714285714,,,,,
EID_5514,F,50,4,Single,Springfield,Logistics,Conceptual,26,2,69,0,4,2,type3,1,2,0.7516,-0.4537,2,3,7,3,0.214285714,,,,,
EID_20148,M,,4,Married,Franklin,Logistics,Directive,11,4,21,1,3,6,type2,4,3,-0.1048,-1.615,2,3,6,3,0.19047619,,,,,
EID_14260,M,25,4,Single,Franklin,Logistics,Behavioral,6,4,66,0,3,8,type3,2,3,0.7516,0.7075,2,4,5,3,0.19047619,,,,,
EID_15574,F,30,3,Married,Washington,Purchasing,Conceptual,6,4,32,1,3,7,type2,1,4,,-0.4537,2,2,7,4,0.142857143,,,,,
EID_7287,M,51,3,Single,Lebanon,Logistics,Analytical,18,3,64,2,5,6,type2,3,3,0.7516,1.8688,2,2,8,4,0.523809524,,,,,
EID_18889,M,20,5,Single,Franklin,Sales,Analytical,1,1,55,1,3,5,type2,3,3,-0.1048,0.7075,2,3,7,3,0.214285714,,,,,
EID_13106,M,32,3,Married,Springfield,Logistics,Conceptual,6,1,40,1,1,8,type2,1,1,1.6081,-2.7762,2,4,6,4,0.142857143,,,,,
EID_15448,M,24,4,Married,Springfield,IT,Behavioral,5,2,53,1,3,9,type2,3,3,-1.8176,-2.7762,2,3,8,3,0.166666667,,,,,
EID_25897,M,37,1,Married,Washington,Quality,Conceptual,11,1,61,1,2,4,type2,1,3,-0.9612,-0.4537,2,2,6,4,0.738095238,,,,,
EID_23758,F,37,4,Married,Lebanon,R&D,Analytical,9,2,39,0,3,9,type2,3,2,-0.1048,-0.4537,2,3,8,1,0.19047619,,,,,
EID_23208,F,55,3,Single,Lebanon,IT,Analytical,3,3,57,0,1,5,type2,3,3,,-0.4537,2,2,6,1,0.166666667,,,,,
EID_13646,F,27,5,Married,Clinton,Accounting and Finance,Analytical,5,1,24,1,3,5,type1,2,3,-1.8176,-2.7762,2,4,7,3,0.571428571,,,,,
EID_5467,M,46,2,Single,Franklin,Operarions,Analytical,24,3,52,1,3,7,type2,1,3,-0.1048,-0.4537,3,3,6,3,0.023809524,,,,,
EID_6022,F,54,3,Married,Franklin,Sales,Analytical,23,3,45,2,2,8,type2,1,3,-0.1048,0.7075,1,3,5,3,0.619047619,,,,,
EID_10923,F,34,2,Married,Springfield,Logistics,Behavioral,11,1,50,2,2,4,type2,2,3,-0.9612,-0.4537,2,3,7,3,0.619047619,,,,,
EID_10408,M,44,3,Married,Springfield,Accounting and Finance,Directive,15,4,53,0,5,2,type2,1,2,-0.1048,0.7075,2,3,7,5,0.119047619,,,,,
EID_4186,F,65,4,Married,Washington,Logistics,Conceptual,27,1,49,2,1,5,type2,1,3,0.7516,-1.615,2,2,6,3,0.119047619,,,,,
EID_22022,F,37,3,Married,Clinton,Human Resource Management,Behavioral,13,2,30,0,4,8,type3,2,3,-0.9612,-0.4537,2,4,8,4,0.738095238,,,,,
EID_16390,M,28,3,Married,Springfield,Logistics,Conceptual,5,1,71,1,2,6,type2,4,5,0.7516,-1.615,,4,7,5,0.119047619,,,,,
EID_19493,M,22,3,Married,Clinton,Logistics,Behavioral,3,1,58,0,3,6,type2,2,3,-1.8176,-0.4537,2,2,6,3,0.238095238,,,,,
EID_12519,M,38,3,Single,Washington,Sales,Behavioral,10,3,64,1,3,7,type2,3,3,0.7516,-0.4537,,3,7,3,0.380952381,,,,,
EID_23549,F,56,5,Single,Franklin,Purchasing,Behavioral,4,3,66,1,2,8,type2,2,3,0.7516,0.7075,,4,5,2,0.238095238,,,,,
EID_17612,F,21,3,Married,Springfield,Operarions,Conceptual,2,2,60,1,1,4,type3,4,2,-0.1048,0.7075,1,2,6,4,0.547619048,,,,,
EID_25007,F,32,4,Married,Franklin,Operarions,Directive,5,3,36,2,1,5,type3,3,3,0.7516,1.8688,,3,5,3,0.119047619,,,,,
EID_1949,F,59,1,Married,Springfield,Logistics,Directive,31,3,51,1,1,7,type2,4,3,-0.9612,0.7075,2,3,6,3,0.071428571,,,,,
EID_23313,F,28,3,Married,Springfield,Sales,Directive,6,4,29,0,4,7,type3,1,5,0.7516,-0.4537,2,3,5,3,0.738095238,,,,,
EID_22516,M,52,3,Married,Franklin,Purchasing,Directive,25,2,20,1,1,8,type2,4,3,-0.1048,0.7075,,2,8,3,0.5,,,,,
EID_21836,F,47,3,Married,Franklin,Operarions,Analytical,17,1,21,1,2,3,type2,3,3,-0.9612,1.8688,1,3,7,4,0.047619048,,,,,
EID_7268,M,42,4,Married,Clinton,Sales,Behavioral,4,4,54,1,4,5,type2,1,1,0.7516,0.7075,2,3,7,5,0.285714286,,,,,
EID_8202,F,40,4,Single,Lebanon,Purchasing,Analytical,16,3,65,0,3,4,type2,1,3,-0.1048,-0.4537,1,2,8,3,0.285714286,,,,,
EID_6613,F,44,3,Single,Springfield,IT,Conceptual,8,3,66,0,2,6,type2,4,3,1.6081,-2.7762,2,3,9,1,0.071428571,,,,,
EID_2596,F,62,3,Married,Franklin,Operarions,Analytical,40,2,49,2,1,6,type4,4,2,0.7516,0.7075,3,2,7,2,0.119047619,,,,,
EID_19849,F,35,3,Single,Franklin,Logistics,Behavioral,9,3,33,1,4,4,type2,2,2,-0.9612,1.8688,2,3,6,5,0.285714286,,,,,
EID_11546,M,32,3,Married,Franklin,Operarions,Conceptual,5,4,70,1,3,5,type2,2,3,0.7516,-1.615,2,4,8,3,0.166666667,,,,,
EID_3942,F,58,3,Single,Springfield,Sales,Directive,32,2,35,1,2,4,type2,1,3,0.7516,1.8688,3,2,8,3,0.5,,,,,
EID_7899,F,41,4,Single,Springfield,Logistics,Directive,12,4,44,0,3,1,type2,2,5,0.7516,0.7075,2,3,7,3,0.904761905,,,,,
EID_4802,F,56,3,Single,Springfield,Logistics,Directive,17,3,29,1,3,5,type2,3,4,-0.9612,-0.4537,3,2,8,4,0.142857143,,,,,
EID_6725,M,52,5,Single,Springfield,Logistics,Analytical,27,3,52,1,3,5,type3,3,3,0.7516,0.7075,1,1,8,5,0.738095238,,,,,
EID_3835,M,,4,Married,Washington,Marketing,Behavioral,32,4,43,1,3,8,type3,2,3,-0.9612,0.7075,2,3,8,3,0.142857143,,,,,
EID_9511,F,47,4,Single,Clinton,Purchasing,Conceptual,20,3,22,1,3,5,type2,3,3,0.7516,-0.4537,,2,7,3,0.095238095,,,,,
EID_5757,F,50,1,Single,Washington,Sales,Conceptual,12,4,64,1,1,5,type2,2,4,0.7516,-1.615,,3,8,5,0.428571429,,,,,
EID_24838,F,47,4,Single,Lebanon,R&D,Directive,15,4,69,2,2,6,type3,3,4,0.7516,-0.4537,1,2,7,5,0.238095238,,,,,
EID_15225,M,27,4,Single,Springfield,IT,Analytical,3,3,58,0,3,5,type2,3,3,-0.1048,-0.4537,1,2,7,4,0.095238095,,,,,
EID_8238,F,59,5,Single,Lebanon,Sales,Analytical,31,1,70,1,3,8,type3,1,2,0.7516,0.7075,2,2,5,4,0.904761905,,,,,
EID_2826,M,52,3,Married,Lebanon,IT,Conceptual,27,4,64,1,2,6,type1,1,3,0.7516,0.7075,,3,8,4,0.285714286,,,,,
EID_20774,F,25,3,Married,Washington,IT,Behavioral,6,4,27,1,4,4,type4,1,3,-0.1048,-0.4537,,2,6,5,0.547619048,,,,,
EID_19311,M,20,4,Married,Lebanon,Logistics,Analytical,1,1,25,2,2,8,type2,1,3,-0.1048,0.7075,1,3,6,5,0.071428571,,,,,
EID_12339,F,34,3,Single,Springfield,Logistics,Behavioral,9,1,66,1,2,6,type2,3,3,,0.7075,3,4,5,2,0.571428571,,,,,
EID_1583,M,56,4,Married,Washington,R&D,Conceptual,21,3,66,0,4,5,type2,2,3,,-0.4537,1,4,7,3,0.523809524,,,,,
EID_1033,F,45,1,Married,Lebanon,Operarions,Conceptual,21,4,23,2,3,6,type2,2,3,-0.1048,-2.7762,1,2,8,3,0.452380952,,,,,
EID_10764,M,43,4,Married,Lebanon,Marketing,Directive,7,3,35,0,3,8,type2,4,3,0.7516,-2.7762,2,2,8,4,0.19047619,,,,,
EID_17203,F,36,3,Married,Lebanon,Sales,Directive,4,4,52,0,2,2,type3,4,3,-1.8176,-0.4537,3,2,8,3,0.19047619,,,,,
EID_1345,M,58,3,Married,Franklin,Logistics,Conceptual,2,3,21,0,1,8,type3,1,4,0.7516,0.7075,2,3,8,3,0.095238095,,,,,
EID_4951,M,47,4,Married,Clinton,IT,Conceptual,20,2,45,1,3,5,type2,4,5,,1.8688,1,4,8,3,0.30952381,,,,,
EID_16956,M,22,3,Married,Franklin,Operarions,Conceptual,3,2,20,1,4,4,type3,1,3,0.7516,-0.4537,2,2,7,3,0.071428571,,,,,
EID_9203,M,58,3,Single,Franklin,Sales,Analytical,21,1,42,0,3,8,type0,4,3,0.7516,0.7075,3,3,8,3,0.476190476,,,,,
EID_7021,F,43,3,Married,Lebanon,IT,Conceptual,14,4,53,1,2,6,type3,3,5,0.7516,0.7075,2,4,8,3,0.238095238,,,,,
EID_8707,F,60,4,Married,Springfield,Logistics,Conceptual,32,1,54,0,3,8,type2,1,3,-1.8176,-1.615,1,3,5,3,0.095238095,,,,,
EID_5209,F,64,3,Married,Franklin,Accounting and Finance,Behavioral,31,1,52,0,2,5,type1,3,3,1.6081,-0.4537,1,3,6,3,0.119047619,,,,,
EID_20428,M,42,5,Married,Clinton,Operarions,Analytical,14,1,50,0,1,7,type2,2,4,-0.1048,-0.4537,,3,7,1,0.476190476,,,,,
EID_10913,F,34,4,Single,Lebanon,Sales,Conceptual,9,2,64,0,2,4,type2,2,4,-0.1048,0.7075,1,3,5,4,0.285714286,,,,,
EID_11507,M,36,5,Single,Springfield,Quality,Conceptual,14,2,27,1,2,5,type2,2,3,0.7516,0.7075,1,4,8,3,0.404761905,,,,,
EID_3693,M,54,1,Married,Franklin,IT,Conceptual,17,2,41,1,2,6,type2,4,5,0.7516,-0.4537,1,2,7,3,0.238095238,,,,,
EID_22857,F,30,2,Married,Lebanon,Sales,Behavioral,8,2,56,1,2,4,type2,1,3,-1.8176,-0.4537,2,3,5,5,0.047619048,,,,,
EID_18744,F,20,4,Single,Springfield,IT,Conceptual,1,1,68,1,4,5,type3,1,5,0.7516,0.7075,2,2,8,5,0.047619048,,,,,
EID_19600,F,29,4,Married,Lebanon,Sales,Conceptual,5,0,45,1,3,6,type2,1,2,-0.9612,-1.615,2,2,5,3,0.095238095,,,,,
EID_21336,F,32,4,Married,Franklin,Sales,Directive,10,2,62,0,4,8,type3,1,3,-0.1048,-0.4537,,4,7,3,0.214285714,,,,,
EID_17676,M,25,1,Married,Lebanon,Human Resource Management,Analytical,6,4,27,1,3,4,type3,2,3,,-0.4537,2,2,8,3,0.119047619,,,,,
EID_1678,F,60,2,Married,Springfield,Operarions,Directive,29,3,24,0,3,4,type3,2,3,-0.1048,-0.4537,2,3,9,3,0.071428571,,,,,
EID_4889,F,56,5,Married,Franklin,Quality,Directive,28,1,27,0,3,5,type4,1,3,0.7516,-2.7762,1,3,5,2,0.214285714,,,,,
EID_9961,M,46,3,Single,Springfield,IT,Behavioral,10,3,66,0,4,8,type2,2,3,-0.9612,0.7075,1,3,8,3,0.642857143,,,,,
EID_23386,M,28,3,Married,Lebanon,IT,Conceptual,5,4,69,0,2,9,type3,1,4,-0.1048,1.8688,1,3,5,1,0.023809524,,,,,
EID_19835,F,25,3,Single,Lebanon,Marketing,Conceptual,6,1,27,1,3,5,type2,2,2,0.7516,-1.615,2,2,8,3,0.571428571,,,,,
EID_9519,M,58,1,Married,Lebanon,Sales,Directive,27,1,47,1,1,5,type2,2,3,0.7516,-0.4537,2,4,9,4,0.119047619,,,,,
EID_5449,M,55,2,Single,Franklin,Marketing,Analytical,17,4,33,1,5,4,type2,4,3,0.7516,0.7075,3,4,8,4,0.142857143,,,,,
EID_20640,F,47,3,Married,Springfield,Accounting and Finance,Conceptual,21,2,31,2,2,5,type2,2,3,0.7516,0.7075,2,1,9,3,0.619047619,,,,,
EID_16387,F,28,3,Married,Lebanon,IT,Directive,4,4,42,1,1,7,type2,4,3,,0.7075,1,3,7,3,0.285714286,,,,,
EID_20293,M,39,4,Married,Lebanon,Operarions,Behavioral,3,0,41,2,2,8,type2,1,3,-0.9612,0.7075,1,3,9,3,0.119047619,,,,,
EID_2296,F,58,4,Married,Springfield,R&D,Directive,25,1,56,1,3,2,type3,1,2,1.6081,-0.4537,3,2,7,3,0.481481481,,,,,
EID_11827,F,32,3,Married,Franklin,Operarions,Conceptual,6,1,51,1,2,8,type2,1,3,-0.9612,1.8688,2,3,6,5,0.5,,,,,
EID_21522,M,35,3,Married,Clinton,Purchasing,Analytical,8,4,45,0,2,6,type2,3,3,-0.1048,0.7075,2,2,8,2,0.351851852,,,,,
EID_2767,F,61,3,Single,Springfield,Logistics,Directive,30,1,21,2,5,4,type2,1,3,0.7516,-0.4537,3,3,7,3,0.166666667,,,,,
EID_2873,M,28,3,Married,Springfield,Operarions,Analytical,5,2,45,1,4,10,type2,2,3,-1.8176,0.7075,3,3,9,3,0.1985,,,,,
EID_2603,M,44,2,Married,Washington,Accounting and Finance,Behavioral,19,4,37,1,2,5,type3,2,5,,0.7075,2,2,6,1,0.9688,,,,,
EID_2674,F,44,3,Single,Lebanon,Sales,Conceptual,17,2,69,1,1,7,type3,1,4,0.7516,-0.4537,1,3,6,3,0.0451,,,,,
EID_23682,M,30,3,Married,Lebanon,Accounting and Finance,Conceptual,8,4,62,1,2,5,type2,1,4,-0.1048,0.7075,2,3,8,3,0.1199,,,,,
EID_13310,M,23,4,Married,Lebanon,Operarions,Conceptual,4,1,69,2,3,7,type3,1,4,1.6081,-0.4537,2,3,7,4,0.0176,,,,,
EID_6523,F,45,4,Married,Washington,Operarions,Directive,21,2,55,2,3,5,type2,2,3,-1.8176,-1.615,1,4,9,4,0.1864,,,,,
EID_13056,F,36,3,Married,Franklin,Operarions,Directive,4,2,56,1,2,4,type3,1,3,-0.9612,-0.4537,2,3,8,3,0.1718,,,,,
EID_7244,M,35,4,Married,Springfield,Quality,Conceptual,8,3,43,1,5,4,type4,3,2,-0.9612,-0.4537,2,3,7,3,0.1249,,,,,
EID_1072,F,47,4,Married,Clinton,IT,Directive,16,3,37,1,4,7,type2,1,3,0.7516,-0.4537,1,4,8,3,0.1409,,,,,
EID_25833,F,19,4,Single,Franklin,R&D,Conceptual,0,0,64,2,3,6,type3,3,4,,-0.4537,2,3,6,3,0.4898,,,,,
EID_11244,M,34,3,Single,Springfield,Production,Directive,11,4,43,1,2,8,type2,4,3,1.6081,0.7075,2,1,8,3,0.0428,,,,,
EID_22918,M,36,4,Married,Lebanon,Operarions,Analytical,8,4,49,1,2,8,type2,1,4,-0.1048,1.8688,2,3,5,5,0.0929,,,,,
EID_16735,M,45,4,Married,Washington,Purchasing,Directive,11,1,58,2,3,5,type2,1,1,-0.1048,-0.4537,3,3,5,1,0.1277,,,,,
EID_4201,M,49,5,Married,Lebanon,Accounting and Finance,Conceptual,14,1,29,0,1,3,type2,3,3,0.7516,0.7075,1,4,8,3,0.0059,,,,,
EID_5998,F,20,5,Single,Lebanon,IT,Directive,1,1,23,1,2,7,type3,5,4,,-2.7762,2,2,7,3,0.0861,,,,,
EID_19254,F,32,4,Married,Springfield,Sales,Conceptual,3,1,41,1,4,7,type2,2,3,-0.9612,-2.7762,,2,8,4,0.1153,,,,,
EID_16653,M,60,3,Married,Springfield,Operarions,Directive,30,3,59,0,2,4,type3,3,3,-0.1048,0.7075,2,5,8,3,0.1253,,,,,
EID_11729,F,45,4,Married,Springfield,Human Resource Management,Analytical,16,3,24,1,1,4,type3,1,3,-0.1048,0.7075,2,3,7,4,0.1815,,,,,
EID_19573,F,33,4,Married,Washington,IT,Directive,9,1,69,1,2,7,type2,2,4,,0.7075,2,2,7,4,0.0571,,,,,
EID_21463,F,25,3,Single,Franklin,IT,Conceptual,6,4,21,0,3,7,type3,2,2,-1.8176,0.7075,2,1,8,3,0.0293,,,,,
EID_5899,M,52,3,Married,Lebanon,Operarions,Behavioral,19,2,61,1,3,4,type3,3,3,0.7516,0.7075,2,3,7,3,0.1628,,,,,
EID_23613,F,42,3,Married,Lebanon,Sales,Behavioral,18,3,20,0,4,8,type2,4,3,0.7516,-0.4537,2,3,8,3,0.1378,,,,,
EID_8609,F,28,5,Married,Clinton,Accounting and Finance,Directive,6,2,51,1,2,2,type2,3,4,-0.1048,-0.4537,2,4,7,3,0.0089,,,,,
EID_2660,F,33,4,Single,Lebanon,R&D,Behavioral,9,2,57,1,2,8,type3,3,4,-0.9612,-2.7762,,4,7,3,0.2287,,,,,
EID_1333,F,35,4,Married,Franklin,Operarions,Directive,13,1,57,0,2,6,type2,3,4,,-0.4537,2,3,5,3,0.172,,,,,
EID_3212,F,28,4,Married,Washington,IT,Behavioral,5,2,65,2,5,9,type2,4,3,1.6081,-1.615,2,4,6,4,0.1669,,,,,
EID_7830,F,44,1,Single,Franklin,Logistics,Behavioral,9,3,69,0,3,5,type0,3,4,1.6081,-0.4537,2,3,9,3,0.5482,,,,,
EID_4372,F,32,3,Single,Washington,Quality,Conceptual,7,1,58,0,5,3,type2,1,1,0.7516,0.7075,2,5,8,5,0.1672,,,,,
EID_15955,M,44,3,Single,Springfield,Accounting and Finance,Directive,13,4,32,0,3,4,type4,3,3,-0.1048,1.8688,,3,5,3,0.0637,,,,,
EID_22059,F,42,2,Single,Clinton,Accounting and Finance,Conceptual,7,2,26,1,3,5,type2,1,3,,-2.7762,2,3,6,3,0.1831,,,,,
EID_22804,M,33,3,Single,Lebanon,Logistics,Directive,10,2,60,1,3,5,type3,1,3,-1.8176,0.7075,2,3,7,5,0.1442,,,,,
